FID,id,wkb_geometry,byomraade,delomraade,m2
f_udsatte_byomraader.1,1,"MULTIPOLYGON (((717206.0056001052 6179973.817519437, 717204.4798401075 6179982.943819427, 717205.807822988 6179992.100989106, 717209.8632172998 6180000.4179039225, 717216.2602320523 6180007.103373041, 717224.3903171346 6180011.5214055935, 717255.5960580191 6180022.663418836, 717255.7380334139 6180022.713709684, 717269.0840174264 6180027.403481618, 717269.9572821602 6180027.695369566, 717346.810368477 6180052.078837845, 717455.0103334101 6180086.814981147, 717465.1546463218 6180090.79314157, 717479.8927560172 6180097.40989694, 717499.2484445043 6180107.112383922, 717499.6013017559 6180107.2863761345, 717515.0030431236 6180114.755757693, 717526.3851922081 6180121.680938432, 717546.3350051414 6180133.861650647, 717553.611099798 6180138.764312773, 717568.2942533492 6180149.349410649, 717568.5512665579 6180149.532644682, 717583.946302203 6180160.3866245225, 717594.8426413926 6180169.270052295, 717612.6345910538 6180185.472857225, 717621.4559631988 6180193.740954655, 717647.4205485992 6180221.018983571, 717663.5685673092 6180239.872275132, 717674.6108014764 6180254.356999237, 717681.7089645455 6180261.051074336, 717690.5798430386 6180265.113348964, 717700.2851487575 6180266.114149289, 717709.7983346896 6180263.947618928, 717710.6767572568 6180263.4083317425, 717734.4121008206 6180264.476793986, 717802.5032649593 6180268.3965440765, 717802.6118753165 6180268.4025988225, 717974.5708295781 6180277.676167494, 718098.46798209 6180284.636013178, 718109.9393478588 6180303.8099433305, 718110.304778627 6180304.404919528, 718122.7580946452 6180324.161497736, 718123.2431095461 6180324.906261236, 718133.6908245833 6180340.441058098, 718136.4795876526 6180343.981152346, 718179.41808014 6180390.779003515, 718182.2335090096 6180393.473141308, 718188.8976419905 6180399.068000694, 718200.0368142996 6180409.334427122, 718200.619426972 6180409.857497547, 718215.552982599 6180422.916956159, 718240.1782917524 6180445.027175319, 718240.2808941476 6180445.11887434, 718250.5218364149 6180454.229368306, 718254.7594001628 6180457.377513514, 718263.5803742954 6180462.796062458, 718266.6467103589 6180465.806398513, 718268.2142029578 6180467.2398840375, 718279.4604385302 6180476.816045615, 718293.7584095895 6180489.965724962, 718295.8303431126 6180491.705512882, 718306.3232664875 6180499.738264138, 718309.8583599565 6180502.068261556, 718327.2312715149 6180511.83449579, 718332.5137205913 6180518.121908091, 718335.998457673 6180521.63517118, 718342.9888205177 6180527.606102473, 718361.0357817454 6180635.88786984, 718364.8088373643 6180646.233057149, 718372.0605078484 6180654.519921716, 718566.054406078 6180807.3759391485, 718566.4558038586 6180807.686748911, 718692.3705304604 6180903.491755762, 718692.6969572853 6180903.736637452, 718784.8768745409 6180971.914155158, 718794.444290488 6180976.631510023, 718805.0575338878 6180977.702934013, 718870.2746704898 6180972.59739726, 718967.1732922194 6180969.1276729265, 718968.2701802641 6180969.068271382, 719079.8566581426 6180960.974026346, 719087.3973787589 6180959.437382787, 719094.2990650792 6180956.032905326, 719198.5581220909 6180886.696603053, 719201.5988791937 6180884.382087589, 719280.6746101143 6180815.815075634, 719318.2231384494 6180783.643685934, 719323.8554625973 6180777.214510692, 719327.4461177017 6180769.457928616, 719328.7036328544 6180761.003579129, 719329.0308147066 6180691.640632098, 719331.3177468436 6180593.078966561, 719331.325592531 6180592.266413537, 719330.8347349057 6180466.027244506, 719333.651840912 6180304.946081685, 719333.6554580834 6180304.18030288, 719332.5846506065 6180170.997902058, 719334.1646488642 6180098.560468669, 719333.0344922635 6180089.72433606, 719329.359462667 6180081.6096178945, 719323.4635935326 6180074.93180234, 719315.8667334254 6180070.2796834735, 719307.2387101068 6180068.063446336, 719254.9132777402 6180062.6859954875, 719251.8868338196 6180062.528843652, 719200.5453902426 6180062.459560911, 719199.3096842233 6180062.483352334, 719162.7434654466 6180063.941335539, 719152.8002429362 6180063.543606639, 719095.6382562501 6179912.237747515, 719065.71691395 6179830.969436314, 719036.922563002 6179749.944368567, 719026.6975512035 6179719.641885999, 719019.6091951248 6179698.635085151, 719005.7708130308 6179657.624146439, 719005.112990831 6179653.840453485, 719003.6078605056 6179645.183173432, 719000.8074093284 6179628.906258512, 718998.1700802264 6179613.577449442, 718993.9662814796 6179589.143931336, 718989.3023039111 6179562.035740096, 718985.6598564357 6179531.591549738, 718982.8343163554 6179497.296572643, 718981.8380986177 6179474.419950694, 718980.5171598638 6179419.7000655215, 718982.145163564 6179400.552098344, 718985.7333982257 6179366.991637057, 718990.5323620528 6179322.107326268, 718995.7759221368 6179291.678264103, 718996.0550215275 6179289.645373089, 719002.886244782 6179223.058101113, 719006.2401633972 6179210.920355894, 719012.2420348448 6179189.56147891, 719016.0044335668 6179180.140963974, 719017.5098504723 6179175.1507785935, 719020.3259149136 6179161.675270961, 719020.8945690134 6179153.554032394, 719020.145315817 6179142.252323465, 719019.700346046 6179138.725029303, 719018.391105836 6179131.720317659, 719018.0802086896 6179130.25934497, 719015.7823371781 6179120.643626342, 719010.9117744443 6179110.034369732, 719003.8907247578 6179100.327489771, 718992.9491701163 6179081.260745806, 718992.5990490433 6179080.666552601, 718973.3059233902 6179048.768119808, 718967.202366453 6179041.552970506, 718959.1571344632 6179036.594540416, 718949.9685985802 6179034.384880926, 718940.5485860897 6179035.143268302, 718931.8318949324 6179038.794443729, 718811.1689099976 6179113.578705917, 718810.4957154609 6179113.837318715, 718779.982978904 6179131.355080233, 718779.0754901454 6179131.897563857, 718757.6500037721 6179145.223402644, 718737.7558571253 6179154.523842855, 718735.9866250657 6179155.423430178, 718715.1893358395 6179166.879204836, 718714.6643218827 6179167.1753115505, 718680.6635058221 6179186.804508915, 718649.5797166603 6179203.466132984, 718630.1511154599 6179213.508812605, 718630.0683627402 6179213.551750707, 718621.7613956014 6179217.878402564, 718618.1693217541 6179213.5736126825, 718600.4807234802 6179192.375357271, 718597.4978255756 6179189.281136934, 718576.7475947313 6179170.63571515, 718549.2733606771 6179145.153142819, 718545.1109458616 6179141.923434222, 718521.8691583611 6179126.961672112, 718503.8665742336 6179114.228674509, 718497.0552027326 6179110.6235149065, 718489.5501277116 6179108.872570472, 718485.6992208338 6179108.484626544, 718476.3856133843 6179102.859404465, 718472.3078783086 6179100.802660959, 718439.9466144434 6179087.464188101, 718359.5709096581 6179048.158981585, 718359.4130270479 6179048.082345493, 718261.5544537341 6179000.935048833, 718260.9534984583 6179000.653660614, 718165.584342746 6178957.277930154, 718156.9016441916 6178954.819843316, 718147.8807711025 6178955.054989653, 718139.3379265139 6178957.962093267, 718132.0460617368 6178963.278121216, 718126.6649402003 6178970.52208257, 718123.6814424633 6178979.0385481715, 718123.3655135613 6178988.056953464, 718127.1720430648 6179020.737463505, 718128.0504207164 6179025.243080976, 718149.3808592659 6179102.58058618, 718150.9764869164 6179106.9883695915, 718163.0932868436 6179133.722813417, 718170.6045081725 6179163.065482126, 718171.6406846853 6179166.3264681455, 718185.8586583307 6179203.565832949, 718192.2622871747 6179223.30861686, 718194.4097151366 6179228.322278076, 718201.6874904205 6179241.78125052, 718220.5291446153 6179297.4475089265, 718191.0345901632 6179312.519156119, 718153.3663650313 6179327.436513713, 718146.610434784 6179331.181610683, 718141.0347362203 6179336.527630731, 718127.0927310768 6179353.8631463805, 718126.1774656618 6179355.061668055, 718113.6217950622 6179372.389208954, 718109.4399168328 6179380.5479236655, 718107.9173473737 6179389.58863788, 718109.1962823755 6179398.667021906, 718113.1572796381 6179406.935227997, 718119.4304140081 6179413.621072479, 718148.5556852417 6179436.404774147, 718150.3630345073 6179437.818601546, 718127.3104627226 6179447.36723815, 718098.6217002722 6179457.767684688, 718097.6670000326 6179458.132304364, 718015.4938758131 6179491.130429165, 718015.2024960549 6179491.249216343, 717911.3973405621 6179534.203841835, 717911.0795990607 6179534.337466526, 717892.4313383395 6179542.3062924575, 717871.8027555726 6179550.421072195, 717823.5929734973 6179569.385620909, 717817.8317902125 6179572.4102220675, 717789.8018884439 6179591.263413693, 717719.0303172894 6179631.702433234, 717627.8217135807 6179683.819214696, 717627.5298769922 6179683.98815343, 717516.0101189998 6179749.384379361, 717471.9298667918 6179774.650183869, 717423.6711727427 6179802.310976822, 717423.132750869 6179802.62707659, 717352.2778309435 6179845.222569668, 717352.0461818259 6179845.363257424, 717299.4534975021 6179877.630529353, 717232.5326079498 6179917.261817298, 717224.4602522482 6179924.250676527, 717219.346904327 6179933.624083214, 717206.0056001052 6179973.817519437)))",Tingbjerg/Husum,Tingbjerg/Husum,2220902
f_udsatte_byomraader.2,2,"MULTIPOLYGON (((721993.0845783773 6180576.082106963, 721984.0645767454 6180576.370481634, 721975.5384601456 6180579.328339831, 721968.2777813994 6180584.6880164575, 721962.9395802167 6180591.964498954, 721960.0069257806 6180600.499317485, 721959.7452024287 6180609.520131765, 721970.9844954673 6180701.204654374, 721980.0940191622 6180775.515585524, 721980.9034074366 6180782.118169626, 721977.6877447303 6180798.534867436, 721977.3297581555 6180807.772700557, 721983.1737507904 6180857.941981965, 721988.1282325477 6180900.475024876, 721990.6197504277 6180909.426808752, 721995.7309831706 6180917.186795591, 722002.9715812792 6180923.0105259195, 722011.6469131798 6180926.339296311, 722020.9247051623 6180926.853758974, 722034.5602570242 6180925.484276908, 722034.8000849138 6180925.459215909, 722071.0360836297 6180921.525425418, 722117.4554069454 6180920.2359997695, 722118.2489386428 6180920.203440623, 722132.5643392559 6180919.426143145, 722142.0104706086 6180919.899634215, 722142.1448520696 6180919.906068098, 722318.4921841364 6180927.952901126, 722328.4855787199 6180926.71723373, 722337.5071716793 6180922.244463929, 722344.5405822404 6180915.038497992, 722348.7934200456 6180905.911166519, 722358.9342217484 6180868.897377876, 722364.5105612213 6180849.120470026, 722374.2858253293 6180816.020254653, 722400.5520474944 6180744.626064389, 722421.8372169232 6180694.561810283, 722462.205021914 6180611.749952551, 722479.0756436951 6180580.321973318, 722482.2165982805 6180571.174392611, 722482.2837681758 6180561.502820003, 722479.2701719039 6180552.312495416, 722473.4890353902 6180544.558639013, 722465.5412360154 6180539.047167921, 722413.8035219611 6180514.410161229, 722402.8892645247 6180504.74095123, 722389.001972755 6180489.233765155, 722381.4147162188 6180483.130316105, 722372.2723225914 6180479.778422489, 722362.5379791235 6180479.531219528, 722353.2372373187 6180482.414751031, 722350.5914039826 6180483.737667699, 722346.03533615 6180486.549864842, 722319.9714143407 6180506.051161178, 722292.3561065412 6180524.071402274, 722258.4101553406 6180540.4157491485, 722236.2653607174 6180551.035745815, 722211.7759783609 6180560.096936194, 722174.5836669148 6180570.772766847, 722153.7633197336 6180575.230422661, 722126.818642954 6180579.438419006, 722105.712376007 6180581.533834742, 722075.0769767786 6180582.29593165, 722050.8009757029 6180582.191520609, 722035.0872704658 6180581.105154823, 722014.8268280464 6180578.682234603, 721993.0845783773 6180576.082106963)))",Nordvest/Ryparken,Ved Bispebjerg Parkallé,163894
f_udsatte_byomraader.3,3,"MULTIPOLYGON (((723202.6878803757 6180964.801717452, 723201.1726471102 6180974.027623057, 723202.571131174 6180983.271946094, 723206.7475036116 6180991.636823818, 723213.2961306953 6180998.309810362, 723221.5809714452 6181002.642786225, 723242.1915896012 6181009.597026016, 723251.4460818657 6181011.169599043, 723260.733528935 6181009.805069844, 723269.1446008603 6181005.637038887, 723273.0411146994 6181001.826297097, 723391.2843342315 6181000.371379344, 723611.3950875025 6180999.2416442055, 723617.9938092995 6180999.201552294, 723615.7898206675 6181087.599195939, 723615.7906724899 6181089.128108639, 723617.1673276335 6181141.979478668, 723617.2195007673 6181143.131400031, 723620.8206770229 6181198.902711018, 723620.8695927972 6181199.550957065, 723626.7134577879 6181267.215912461, 723626.8095391265 6181268.155594839, 723644.1563616608 6181414.933710933, 723644.1666017653 6181415.01930121, 723662.7177230426 6181568.209684102, 723665.3575722518 6181577.381223494, 723670.7444284839 6181585.259530331, 723678.3331063429 6181591.047267974, 723687.3555815553 6181594.1586791845, 723696.8987200944 6181594.278868617, 723863.0432253645 6181569.652740337, 724017.7459894057 6181549.769169013, 724026.1656927827 6181547.401568467, 724033.5446917032 6181542.7061119145, 724039.2557963696 6181536.081897184, 724042.8135823201 6181528.091959986, 724065.0850897608 6181448.4354598615, 724065.3653682348 6181447.356031237, 724091.67059539 6181337.708053992, 724091.7361668788 6181337.428856366, 724130.1700605314 6181170.193323549, 724130.7384552456 6181166.878339588, 724139.1232244344 6181093.468410407, 724139.3146593906 6181090.440185482, 724139.922295678 6181041.9873917075, 724139.6083870702 6181037.266543536, 724133.4642557758 6180995.288345144, 724131.9276858118 6180989.253344324, 724117.4051148369 6180949.871575706, 724116.9689345515 6180948.75769079, 724090.0477908567 6180883.850677759, 724072.3531321012 6180838.148424904, 724070.4456061593 6180834.133627694, 723968.0184003927 6180654.282413635, 723967.651850193 6180653.656509244, 723918.9581780822 6180572.767985549, 723884.2598824311 6180509.766649305, 723882.842577856 6180507.44833967, 723831.2482294668 6180431.058090068, 723827.2958999792 6180418.277041544, 723827.4690382357 6180405.707995943, 723831.172491185 6180390.259779503, 723837.0058949754 6180383.808053839, 723845.0289037467 6180382.154504981, 723881.4898531722 6180383.531574838, 723915.9451126882 6180388.673717795, 723918.3122556717 6180388.931449873, 723974.4859183541 6180392.799812316, 723977.0249256612 6180392.866887131, 724026.7736931362 6180392.074192052, 724109.0275198891 6180392.653642783, 724234.2844066181 6180394.633124494, 724236.8304959543 6180394.565228121, 724273.8306298773 6180392.003576559, 724343.0665694268 6180393.870321046, 724343.884816389 6180393.881217844, 724390.9558227236 6180393.866031793, 724390.9862011442 6180393.866006611, 724434.7052310175 6180393.807631421, 724435.1362463668 6180393.80395945, 724471.0363137361 6180393.240172278, 724477.8799348444 6180392.3384625735, 724500.9302206447 6180386.543372625, 724504.6270528745 6180385.354807302, 724531.8628192605 6180374.607761521, 724556.1915628451 6180367.205782882, 724558.7379010252 6180366.30394013, 724582.1221278696 6180356.816581573, 724582.8235736726 6180356.52157875, 724607.4464813734 6180345.796553742, 724608.1302084345 6180345.48851872, 724635.323182545 6180332.82624403, 724657.7066805861 6180323.814496835, 724690.903565107 6180311.460801421, 724698.2947251393 6180307.4531942755, 724704.2835346998 6180301.551980698, 724708.3996049932 6180294.220669287, 724710.3196408254 6180286.035095144, 724714.1439247079 6180243.565978682, 724713.6580867005 6180234.872413234, 724710.6962214452 6180226.684527488, 724705.50783028 6180219.692051826, 724698.5299724315 6180214.48401778, 724690.3504480595 6180211.499139254, 724681.6582831998 6180210.988856174, 724669.701357743 6180212.031672384, 724659.3968555547 6180214.838618227, 724618.2849652275 6180234.439984454, 724483.5876677631 6180205.824408351, 724483.4332274903 6180205.792022779, 724434.1779874145 6180195.598538172, 724387.6750454447 6180185.974647956, 724351.4819326567 6180168.410450415, 724321.2380302636 6180152.827108351, 724297.926207336 6180140.8155595055, 724253.5319156627 6180116.434029484, 724229.5166606269 6180103.147585093, 724217.5567340279 6180093.001050174, 724190.272753641 6180061.3423654735, 724163.4571246145 6180027.428916488, 724158.1755074437 6180022.226244406, 724151.7793123046 6180018.4776494065, 724111.7306993395 6180001.250362721, 724083.9814306058 6179988.189306761, 724044.4861389515 6179968.539507037, 724014.8203750724 6179953.780119412, 723988.4070309382 6179940.638884076, 723986.8599916516 6179939.923282769, 723916.6415313616 6179909.834088246, 723916.4748090411 6179909.76324137, 723859.40918103 6179885.716952762, 723859.3383313074 6179885.687204928, 723835.8103915668 6179875.843900559, 723835.3579225509 6179875.658919545, 723782.3145401211 6179854.476131548, 723698.531598898 6179821.017551037, 723693.1699439766 6179819.4371235855, 723645.7492207885 6179810.152358418, 723619.3654172311 6179804.986527875, 723610.5090498496 6179804.587273763, 723601.9226947782 6179806.79388964, 723594.356175957 6179811.413677511, 723588.470257693 6179818.043203378, 723584.7789418399 6179826.103528081, 723575.539066263 6179858.096895137, 723568.6930406006 6179880.781335465, 723550.7173997214 6179930.250011886, 723523.3124748183 6180005.667927245, 723523.1437278062 6180006.144803769, 723490.0180454905 6180102.328481617, 723489.9751279535 6180102.453997532, 723452.9583406042 6180211.499583535, 723452.924628691 6180211.599469722, 723428.8704916647 6180283.2857610425, 723406.9474701555 6180347.078292383, 723406.8914395961 6180347.242882667, 723381.6948910248 6180421.967061105, 723361.0439639874 6180483.210510877, 723360.9718984008 6180483.4269466745, 723338.1090360573 6180552.972405074, 723326.5605133106 6180588.163705413, 723281.2282110055 6180726.302868696, 723240.5417594344 6180850.284932064, 723202.6878803757 6180964.801717452)))",Nordvest/Ryparken,Ryparken,1138501
f_udsatte_byomraader.4,4,"MULTIPOLYGON (((721713.5243918019 6179704.077282193, 721784.2549892595 6179719.832641122, 721784.9425254291 6179719.977361807, 721837.0148234236 6179730.3028871855, 721831.9087476436 6179770.5840835925, 721825.3113674967 6179807.034808444, 721819.1708248163 6179837.236449454, 721810.352665468 6179876.434870866, 721793.3459647124 6179952.03294034, 721775.8364482909 6180029.8661225615, 721775.7408728027 6180030.3063870305, 721764.5582982608 6180083.751025761, 721764.0597721165 6180087.0274556875, 721759.9002355131 6180130.343827793, 721757.3497895969 6180156.903532606, 721758.019243775 6180166.681892034, 721761.8047284972 6180175.722610337, 721768.3021875088 6180183.06069649, 721776.818092994 6180187.912895556, 721786.4434715649 6180189.761291989, 721796.1509265474 6180188.408591072, 721804.9043005697 6180183.99917782, 721855.9243490046 6180146.743133892, 721856.9338552725 6180145.972687064, 721881.6266767085 6180126.286516611, 721882.6571364171 6180125.426595084, 721903.5284552341 6180107.202159025, 721904.4511355932 6180106.362038602, 721924.5470088533 6180087.284941062, 721925.4890185705 6180086.350216397, 721946.9007280864 6180064.1429060465, 721947.9427100079 6180063.005047284, 721973.152091527 6180034.013213214, 721974.3910613819 6180032.490458892, 722003.7431945169 6179993.901793282, 722004.7417606113 6179992.508072193, 722020.2299275753 6179969.531367063, 722021.1992566966 6179967.994963841, 722034.402770885 6179945.591595369, 722034.4558633306 6179945.501148472, 722042.1981959306 6179932.2585463645, 722063.983777939 6179894.985677299, 722100.284266536 6179833.472110345, 722100.8431139067 6179832.48276626, 722127.9744673094 6179782.253110828, 722150.8005716004 6179741.667972002, 722182.8640352584 6179684.848436082, 722238.0437026419 6179588.9624055885, 722280.9311454367 6179514.436645601, 722321.5660399485 6179443.825151929, 722368.7751309337 6179361.789638624, 722398.5383101928 6179310.370748292, 722438.1080612213 6179250.265672298, 722468.6688541255 6179211.579090826, 722499.2347007678 6179175.93197619, 722525.6959388907 6179147.1980066085, 722542.9513679425 6179129.426980743, 722548.8150223154 6179120.774274734, 722551.3541711383 6179110.635019971, 722550.2605849804 6179100.240029196, 722545.6670151938 6179090.851159163, 722535.871177233 6179077.419172391, 722470.4742518151 6178975.4690216845, 722453.8358561881 6178945.197465584, 722411.1196380486 6178855.39138878, 722389.3717363625 6178801.726928984, 722373.1005115894 6178752.102798135, 722360.5630834734 6178709.317574803, 722353.7244231951 6178682.973521028, 722345.6560871039 6178647.922531538, 722339.719693836 6178618.26312934, 722339.5323499861 6178617.394218943, 722333.021413595 6178589.228159323, 722322.0338980579 6178541.696591036, 722312.8956404413 6178502.164841164, 722307.599551549 6178476.311214686, 722308.9642486303 6178466.287296843, 722309.0646214032 6178465.465323702, 722310.9351917832 6178448.165588953, 722311.0128367939 6178447.341196868, 722312.2312033831 6178432.164395657, 722312.2861093213 6178431.337362511, 722313.1988256791 6178413.9606691515, 722313.2339889504 6178412.99375684, 722313.5598647458 6178396.882617432, 722313.5658776726 6178396.361497972, 722313.6067617392 6178382.0260934, 722313.58962232 6178380.922994893, 722312.7922425027 6178357.4274737695, 722312.7439285617 6178356.462534993, 722311.710264361 6178340.854728857, 722311.4226179137 6178338.247159284, 722305.4487150008 6178299.662167514, 722305.2485294405 6178298.516522044, 722297.2508228589 6178257.456936492, 722297.063322038 6178256.566504161, 722288.5589382476 6178219.013559413, 722288.3999853774 6178218.347092397, 722283.7127341024 6178199.643229207, 722283.5422701339 6178198.993914066, 722273.3340410149 6178161.808801616, 722273.1703666722 6178161.235006227, 722269.5214935793 6178148.909132707, 722269.4349878251 6178148.622190471, 722265.6633237561 6178136.333905541, 722265.5029753761 6178135.827508291, 722261.5226301544 6178123.633338896, 722261.2600198147 6178122.864278764, 722258.6894403803 6178115.657002846, 722256.9622711207 6178111.728225898, 722241.691615299 6178082.805237636, 722236.6341134866 6178075.86076917, 722224.8628307065 6178063.797040006, 722224.0850413862 6178063.028461659, 722215.8096144111 6178055.14389037, 722209.1421265466 6178050.344865043, 722201.4228621811 6178047.534349757, 722117.4337920897 6178029.4724386055, 722045.5093906291 6178014.040126248, 721993.5280725887 6178002.886863281, 721998.6540840771 6177984.401536522, 721999.7264925345 6177975.331384603, 721998.0200258566 6177966.35888845, 721993.6928502125 6177958.315675989, 721987.1460357221 6177951.947243233, 721978.9863827301 6177947.843856974, 721969.9701796962 6177946.38584511, 721887.0375026318 6177945.763335739, 721842.4847654671 6177860.666173995, 721837.6456769281 6177853.906621523, 721831.1373399394 6177848.734593184, 721823.4595103725 6177845.547233674, 721688.9669599095 6177810.561886923, 721678.8820264527 6177809.702730454, 721669.0853503662 6177812.246186826, 721660.692054989 6177817.902742791, 721637.6666925633 6177839.897976934, 721598.1299038014 6177877.665935154, 721591.7595427225 6177883.751293591, 721589.3690876771 6177886.318405148, 721565.6985953057 6177914.923355602, 721565.5726273712 6177915.0766122425, 721508.1084681287 6177985.462493724, 721507.9665549045 6177985.637657725, 721469.1916668947 6178033.867001411, 721431.6676900411 6178080.595827261, 721396.1406959795 6178124.837806479, 721317.0534368326 6178223.324488268, 721316.9354466284 6178223.47237317, 721282.4776820517 6178266.940999973, 721282.4359548208 6178266.993760464, 721254.2656353605 6178302.694894839, 721253.3838670239 6178303.870492037, 721196.4189134773 6178383.824918075, 721196.3198073658 6178383.96486532, 721137.6386857281 6178467.33236495, 721137.4182108497 6178467.649918119, 721110.2424047141 6178507.33501613, 721109.0280414199 6178509.26132031, 721081.0640427354 6178557.593551958, 721059.4707315245 6178594.96919617, 721029.8710337947 6178646.203030261, 721000.9660769745 6178696.234343948, 720998.9337322426 6178700.494335338, 720976.8425152542 6178758.065363917, 720976.755613702 6178758.294631246, 720971.4082115375 6178772.578215901, 720948.2821543334 6178834.35082728, 720921.5729723695 6178905.694416167, 720895.9172300377 6178974.224135124, 720877.0915808026 6178999.017647526, 720877.000325724 6178999.125335368, 720849.242467736 6178992.790149465, 720810.9871200762 6178984.059117725, 720793.5491183214 6178911.768712281, 720781.0115149196 6178857.235951947, 720754.2688697196 6178739.948783877, 720731.5092251804 6178640.130152087, 720731.4874216727 6178640.035237898, 720714.0141957119 6178564.533295571, 720713.9919517939 6178564.437888862, 720704.522501689 6178524.120144106, 720703.4352908401 6178520.521365395, 720694.5800698897 6178496.713179218, 720692.7469905929 6178492.711132151, 720645.2199249164 6178406.319463153, 720593.440790646 6178311.997562607, 720587.5756341619 6178304.468300537, 720579.642450722 6178299.162223982, 720570.4441652964 6178296.616365949, 720560.9117450186 6178297.088395127, 720552.0099751255 6178300.530537, 720344.1503616099 6178421.961495065, 720344.1065659914 6178421.98713004, 720318.9970272711 6178436.713072944, 720311.492297826 6178442.9554671515, 720306.3889796477 6178451.276800762, 720304.2273919324 6178460.7960438, 720305.2363950601 6178470.505336368, 720314.8980277012 6178505.831516215, 720324.4364576879 6178544.050640267, 720324.6713844299 6178545.7897497555, 720324.5450314153 6178546.16193608, 720318.3402645376 6178554.53189209, 720302.330859911 6178575.100998394, 720296.6228790991 6178587.470782302, 720292.8430831551 6178605.808033742, 720292.4327638262 6178615.385907188, 720295.0647343594 6178624.604190804, 720325.4568755263 6178689.399366395, 720329.5094774376 6178695.791292467, 720339.368375608 6178707.699323783, 720355.9188750912 6178741.716348431, 720374.3805029781 6178779.66140571, 720379.3572077876 6178789.890262569, 720383.8821879836 6178796.663153666, 720390.0622839163 6178801.969179849, 720397.4419023498 6178805.417183817, 720408.7623557679 6178808.930366718, 720419.4622379964 6178812.250961917, 720426.2274862372 6178813.523526142, 720439.5687721171 6178814.471624573, 720422.1671775862 6178905.501560533, 720421.8012415163 6178914.301486828, 720424.006610368 6178922.82844175, 720428.5931994499 6178930.347471781, 720435.165682434 6178936.210498255, 720443.1575652397 6178939.912176418, 720488.1141245343 6178953.1534521505, 720480.7732526402 6178975.727902819, 720479.4363877431 6178982.176475373, 720478.443932157 6178992.654839854, 720478.7356296324 6179000.517585833, 720481.0616633266 6179008.034063, 720496.7115174639 6179042.011887783, 720497.0230011956 6179042.667185732, 720544.2832472039 6179139.0688302545, 720588.7239023153 6179229.7190616485, 720594.4436704372 6179237.72237647, 720602.4447470421 6179243.445275094, 720611.8668493013 6179246.272426403, 720621.6969044515 6179245.899852589, 720630.8779762745 6179242.367613117, 720673.9263221744 6179217.030825005, 720748.8429432573 6179172.937457077, 720783.323314009 6179152.643486908, 720783.3311674625 6179152.638864633, 720783.4064979831 6179152.956463965, 720793.1440184228 6179194.010607231, 720807.5841506314 6179254.891327345, 720821.8363167384 6179314.97956776, 720834.9606372942 6179370.613403322, 720837.3988177708 6179393.289541274, 720837.5191213356 6179406.321030293, 720836.3174353504 6179423.394414806, 720837.275241721 6179433.30107426, 720841.4214542898 6179442.349179913, 720848.2997165099 6179449.542844028, 720857.1529663776 6179454.090289615, 720867.0067631297 6179455.490998058, 720877.3681934488 6179455.227262421, 720919.0444281555 6179454.166452477, 720920.0027056439 6179465.73187672, 720922.018717272 6179474.328041676, 720926.4498385513 6179481.965025312, 720932.9122440096 6179487.981309094, 720940.8461575379 6179491.855760147, 720949.5643404186 6179493.252771996, 720949.9269625362 6179493.256832566, 720974.359964454 6179501.532772173, 721007.2640377871 6179518.071175438, 721028.0362767797 6179532.6185281435, 721029.3416610427 6179533.482850457, 721046.2482297957 6179544.053065046, 721048.921003178 6179545.540229585, 721068.570692349 6179555.196316966, 721071.4723659665 6179556.437278555, 721097.1620128935 6179565.858664244, 721100.0689611346 6179566.760310868, 721119.9679022464 6179571.841606435, 721120.9235415005 6179572.069034862, 721156.3375385532 6179579.886712565, 721208.4114879438 6179591.382092555, 721237.8037123616 6179597.9087805785, 721327.4632334107 6179618.081443274, 721327.525685707 6179618.095424564, 721393.8065837496 6179632.859605502, 721536.9129660998 6179664.736791614, 721713.5243918002 6179704.077282193, 721713.5243918019 6179704.077282193)))",Nordvest/Ryparken,Nordvest,2646448
