FID,wkb_geometry,id,vej,vejid,fra,til,broklasse,frihoejde
tungvognsnet.26,"MULTILINESTRING ((721200.50586714 6174030.41584964, 721194.049940268 6174014.68537916, 721194.017500679 6174014.60570826, 721159.16228207 6173929.68167699, 721138.801617081 6173880.07336983, 721102.527074102 6173791.69132436, 721102.398236503 6173791.37666074, 721056.18790542 6173674.23968485, 721052.3478479519 6173666.36687317, 721052.291139111 6173666.24970896, 721048.2097991221 6173657.87994472, 721018.597838665 6173583.79911046, 720986.3369312839 6173496.49195921, 720969.67732706 6173453.00714004, 720943.8183938521 6173385.51032245, 720938.131701374 6173370.64240062, 720938.007100253 6173370.31581653, 720908.118457793 6173292.71425097, 720880.482140453 6173226.99369047, 720852.511492694 6173162.2959359, 720824.803088887 6173095.00638641, 720824.703789134 6173094.76633499, 720815.732384698 6173072.97995907, 720778.170617069 6172978.94642483, 720747.957417365 6172903.30964693, 720746.141686505 6172898.77044257, 720734.021714409 6172868.47133821, 720733.720446454 6172867.71910582, 720699.475102035 6172782.107639, 720699.276816437 6172781.6128165, 720699.244378004 6172781.53186626, 720668.9226553021 6172705.69157812, 720652.319992608 6172664.16571423, 720563.856968567 6172442.90616017, 720539.693741241 6172382.81247642, 720539.506824585 6172382.3486115, 720516.676619894 6172325.57250647, 720509.535140423 6172307.62275838, 720509.4760431 6172307.47453585, 720479.9570105231 6172233.28083682, 720479.779738183 6172232.83516937, 720455.183388362 6172171.01432686, 720454.968952268 6172170.47489055, 720374.889464255 6171969.20031844, 720347.12141192 6171892.19919483, 720347.00949316 6171891.88886879, 720342.090379661 6171879.1309675, 720341.86008814 6171878.53319674, 720335.0735696771 6171860.93193552, 720324.353415624 6171833.12854371, 720302.299032275 6171787.36802333, 720284.58733897 6171753.19116285))",19,Gammel Køge Landevej,1012100000000,0,2455,100,"5,00"
tungvognsnet.27,"MULTILINESTRING ((721185.40144825 6174740.96230793, 721189.124984642 6174696.84396254, 721189.144428776 6174696.61926056, 721189.756786676 6174689.37058024, 721192.226795301 6174656.90293699, 721197.3491864579 6174594.18009547, 721197.405874123 6174593.4879501, 721198.13272205 6174586.21652117, 721198.2061119821 6174585.48233421))",20,Søndre Fasanvej,1017312000000,0,156,100,"5,00"
tungvognsnet.28,"MULTILINESTRING ((721198.211266226 6174585.43077156, 721198.661178917 6174577.44160009, 721198.6626924541 6174577.41562004, 721199.83024548 6174550.36432905, 721187.890615097 6174479.81361039, 721179.63485928 6174452.74625753, 721176.35230766 6174442.17540479, 721176.3193619951 6174442.07071428, 721173.165691404 6174431.91356465, 721157.644021152 6174381.65489261, 721141.742075068 6174330.3893345, 721141.7091293611 6174330.28464402, 721141.994730001 6174293.38618278, 721141.995125009 6174293.36618294, 721153.748203286 6174233.51835848, 721153.82937941 6174233.1058035, 721172.598242509 6174138.35314369, 721172.764969668 6174137.50911273, 721176.253950703 6174121.74614051))",21,Toftegårds Allé,1017524000000,0,475,100,"5,00"
tungvognsnet.29,"MULTILINESTRING ((721200.50586714 6174030.41584964, 721200.4432658921 6174030.64770239, 721200.380664643 6174030.87955514, 721194.9343282471 6174051.10276333, 721194.9181631231 6174051.16146663, 721177.880750994 6174114.42242042))",22,Toftegårds Plads,1017528310000,0,87,100,"5,00"
tungvognsnet.30,"MULTILINESTRING ((719580.4343521141 6172733.30008658, 719583.630835506 6172727.51251433, 719670.2264717639 6172588.32735184, 719670.4217477151 6172588.0130878, 719687.54117707 6172562.17325209, 719707.346866129 6172532.29791039, 719715.5722327541 6172519.8905845, 719726.394728803 6172503.55403577, 719822.731445221 6172398.74988946, 719823.232396384 6172398.20457075, 719845.107170517 6172374.211248, 719937.260196466 6172273.61801566, 719941.8501086279 6172269.14991351, 719942.243823278 6172268.76653897, 719965.67175804 6172245.95871151, 720029.997968906 6172183.33513271, 720030.414117646 6172182.93019246, 720043.105723336 6172170.57599447, 720066.290278335 6172147.8349477, 720129.047932274 6172086.57629697, 720175.620358118 6172041.08217259, 720271.508117464 6171947.41498237, 720272.144626768 6171946.79330778, 720328.68147003 6171891.43602426, 720328.773265528 6171891.34680191, 720341.339414491 6171879.04327616))",23,Vigerslevvej,1018320000000,2687,3836,100,"5,00"
tungvognsnet.31,"MULTILINESTRING ((719232.01718153 6173447.76721407, 719234.416245025 6173441.02083791, 719240.589712739 6173423.73824027, 719243.127708263 6173416.64368741, 719249.3237863041 6173399.33052338, 719251.868116815 6173392.21908873, 719260.5883979809 6173367.85111209, 719262.641405407 6173362.11449238, 719275.506928273 6173326.16100524, 719279.3948990951 6173315.29368683, 719285.7089918691 6173297.6777337, 719286.016028613 6173296.82047373, 719289.08308002 6173288.26381436, 719289.265187551 6173287.75521878, 719319.750949396 6173206.83270391, 719319.972675391 6173206.24285982, 719366.748819099 6173120.59410529, 719372.433120865 6173110.25043248, 719372.712266204 6173109.74175194, 719379.127465292 6173098.65722804, 719392.107862272 6173074.768495, 719420.9445682211 6173020.51435977, 719421.0900356519 6173020.24012829, 719433.9400762891 6172996.06270538, 719444.417177103 6172977.05538029, 719448.6449250521 6172969.54901446, 719456.494149246 6172955.61130772, 719458.2361381219 6172952.51809341))",24,Vigerslevvej,1018320000000,1890,2436,100,"4,60"
tungvognsnet.32,"MULTILINESTRING ((719089.2818503861 6173895.41742018, 719099.363224996 6173861.34379694, 719103.001414627 6173849.09404828, 719103.238209979 6173848.29842601, 719113.5407077171 6173813.6178668, 719113.634986325 6173813.30160993, 719119.492411781 6173793.58488283, 719164.559435441 6173641.15262819, 719170.398253674 6173622.88406631, 719170.404628785 6173622.8651851, 719177.7361389439 6173599.92934524, 719194.2024960931 6173553.97322859, 719196.9191163811 6173546.34400487, 719196.976294874 6173546.18407384, 719201.203253544 6173534.31107863, 719203.725837387 6173527.23723166, 719208.35705715 6173514.29481631, 719210.468700196 6173508.37528828, 719217.129764374 6173489.75481935, 719219.17575464 6173484.01906357, 719223.28795174 6173472.53694683, 719225.8200670631 6173465.43627666, 719230.8173052741 6173451.18259385, 719230.843805662 6173451.10708875, 719231.867827251 6173448.18721135, 719232.01718153 6173447.76721407))",25,Vigerslevvej,1018320000000,1420,1890,100,"5,00"
tungvognsnet.33,"MULTILINESTRING ((719238.6431228 6174510.03689012, 719218.597189355 6174478.62047828, 719212.895501452 6174469.68355994, 719200.252710627 6174449.88253267, 719196.709257542 6174444.31748911, 719183.0859615239 6174423.05455885, 719183.0102538021 6174422.93702012, 719162.486975537 6174390.90583423, 719139.865346691 6174355.45894819, 719132.469179895 6174343.82957451, 719131.9433046241 6174343.00288287, 719093.834027017 6174283.08408463, 719090.246021524 6174277.39411991, 719087.482290052 6174272.87086509, 719087.3039809711 6174272.57923575, 719084.221725256 6174266.81022718, 719081.761817384 6174261.84580651, 719079.309170215 6174256.56441099, 719076.555310303 6174250.32571123, 719075.868266771 6174248.4914619, 719061.8388755419 6174205.14129372, 719054.528527001 6174171.59044293, 719050.933387501 6174147.17566637, 719050.7285774 6174145.78479048, 719050.252748769 6174141.30972632, 719049.96336667 6174137.67665739, 719049.527532718 6174132.54413757, 719049.214162203 6174127.03589537, 719049.135874033 6174122.99684262, 719049.078022727 6174115.18778666, 719049.4012735441 6174087.82896016, 719049.411863163 6174086.98885576, 719049.5649975981 6174074.8283416, 719049.568922444 6174074.52830714, 719049.920881673 6174046.42476948, 719050.579217529 6174038.87294897, 719051.448469882 6174032.44371135, 719052.717767296 6174024.55082546, 719053.958993696 6174018.12993457, 719055.392504463 6174011.34370348, 719056.501556992 6174006.85392361, 719058.006223521 6174001.17551056, 719059.798787074 6173994.9505773, 719061.396471643 6173989.27300081, 719062.788153247 6173984.60473391, 719064.37936714 6173979.2041329, 719065.6726190561 6173974.80902458, 719066.565766726 6173971.88056455, 719068.543529525 6173965.75032245, 719069.7898089141 6173961.30226687, 719069.846817117 6173961.10031698, 719070.253664386 6173959.64680663, 719086.885623792 6173903.51011415, 719088.228079589 6173898.97901674, 719089.2818503861 6173895.41742018))",26,Vigerslevvej,1018320000000,750,1420,100,"4,25"
tungvognsnet.34,"MULTILINESTRING ((719493.260659938 6174906.26014179, 719486.903659697 6174895.96058412, 719486.892995647 6174895.94336709, 719458.70036562 6174850.2635398, 719420.305999764 6174791.0562113, 719417.702684169 6174787.0723136, 719417.620134663 6174786.9466365, 719401.6623189361 6174762.52638605, 719388.181604799 6174741.94648959, 719349.410533541 6174682.66573128, 719330.5556927541 6174653.58254686, 719319.962587763 6174637.07820502, 719319.449179571 6174636.27876842, 719308.2009934421 6174618.75311124, 719289.933908347 6174590.19974068, 719263.2863862821 6174548.59402119, 719247.723833167 6174524.26864319, 719241.767892591 6174514.93455394, 719241.71453276 6174514.85046892, 719238.6431228 6174510.03689012))",27,Vigerslevvej,1018320000000,279,750,100,"5,00"
tungvognsnet.35,"MULTILINESTRING ((719493.323686848 6174906.36225745, 719476.913616849 6174923.87978729, 719476.367910792 6174924.46222995, 719447.815306814 6174954.94284401, 719432.225072279 6174971.37014738, 719420.260451002 6174986.67062023, 719409.0835784579 6175002.55586615, 719405.247850141 6175008.39431051, 719396.37481638 6175022.91353619, 719388.703491152 6175036.91329624, 719388.438874906 6175037.39525144, 719370.657158209 6175077.04996985, 719370.3138934431 6175077.81647847, 719368.125623854 6175130.45598243, 719367.0136763831 6175147.59568843, 719366.490232023 6175155.66412931), (719366.1557565071 6175162.5097828, 719365.502777208 6175175.87419906, 719365.496288271 6175176.00011808, 719362.180042134 6175243.80802631, 719362.176856911 6175243.86798587), (719366.490232023 6175155.66412931, 719366.1557565071 6175162.5097828), (719362.176856911 6175243.86798587, 719360.6696361881 6175269.42379279, 719358.515884093 6175287.14489746, 719353.940377454 6175318.32821837, 719350.996072676 6175336.11273387, 719345.5761595421 6175363.55297561, 719345.4038566661 6175364.42589979, 719343.540941983 6175373.85564134, 719339.2394961059 6175392.27959338, 719334.779148918 6175410.03715718, 719330.382654497 6175426.38545369, 719324.339476069 6175447.49701302, 719322.2709591921 6175454.62383057, 719320.107549816 6175461.6927523, 719314.03624876 6175480.4298656, 719308.112464731 6175497.37121907, 719301.9176911961 6175514.25619882, 719295.2017878671 6175531.39097936, 719286.169539814 6175553.1577465, 719285.981533961 6175553.61020286, 719278.9309462961 6175569.15277558, 719268.383177017 6175589.24598312, 719256.064568271 6175611.17090107, 719248.751129916 6175621.73841794, 719244.372922209 6175627.99529109, 719244.2949280121 6175628.09478796, 719231.366431533 6175644.62426713))",28,Ålholmvej,1018680000000,0,806,100,"5,00"
tungvognsnet.36,"MULTILINESTRING ((719230.936616659 6175645.17435584, 719211.360445658 6175669.21772516, 719210.970830256 6175669.69720967, 719136.6751797231 6175738.0954485, 719128.493091054 6175772.47769637, 719117.085117794 6175820.41329221, 719078.6893795921 6175981.74919988, 719078.610821326 6175982.0797717, 719073.403272873 6176004.1351515, 719073.29958115 6176004.57326703, 719052.628625456 6176091.7215212, 719052.566410333 6176091.98439047, 719044.160323372 6176126.71431976, 719022.981419218 6176214.20264685, 719022.916026196 6176214.47445662, 719010.8181541051 6176264.76726302, 719010.642673793 6176265.49706917, 718990.298702187 6176350.065775, 718983.4406235131 6176378.54493234, 718983.400344142 6176378.71019836, 718953.465945693 6176503.01125935, 718953.365648264 6176503.42943408, 718951.056340778 6176513.02039376, 718920.914575606 6176638.29468804, 718918.368724118 6176648.87033952, 718918.2303444779 6176649.44381973, 718914.620942722 6176664.43308416))",29,Ålekistevej,1018672000000,0,1085,100,"5,00"
tungvognsnet.37,"MULTILINESTRING ((718914.620942722 6176664.43308416, 718906.192354682 6176699.43565341, 718906.0593502921 6176699.99023271, 718895.421690366 6176744.16955798, 718895.3377360019 6176744.52003012, 718893.4316504131 6176752.43632657, 718874.091878708 6176832.65216663, 718873.8663466229 6176833.58605924, 718871.3546088489 6176844.00432189, 718869.3269472441 6176853.11165878, 718869.172196091 6176853.80485995, 718867.032497345 6176863.41817188, 718857.190731561 6176904.07289293, 718849.744448401 6176935.83862305, 718849.632984535 6176936.31559872, 718829.149987725 6177022.44102534, 718828.91976337 6177023.40983791, 718828.752932918 6177024.10680163, 718819.741303304 6177061.98487582, 718815.868560169 6177077.84427204, 718798.399616294 6177150.10105808, 718790.26662751 6177183.50781717, 718788.963410547 6177188.70800619, 718788.757110012 6177189.52923615, 718785.3286580951 6177203.19977849))",30,Ålekistevej,1018672000000,1085,1639,100,"4,30"
tungvognsnet.38,"MULTILINESTRING ((720867.2138353089 6178036.014738, 720917.63556107 6178102.24071772, 720924.912083768 6178115.5645839, 720925.137017369 6178115.97718597, 720930.614912719 6178126.00825588, 720989.0877873149 6178235.50348098, 720989.187169248 6178235.68851545, 721035.3073729641 6178322.05085993, 721044.667909304 6178339.61454152, 721044.752805233 6178339.77327978, 721063.4406755071 6178374.83589775, 721074.509038864 6178395.60262493, 721080.664668542 6178410.15184321, 721096.302553138 6178447.11297887, 721107.57115682 6178468.70791751, 721117.200550928 6178489.92732126, 721117.258079549 6178490.05350636, 721122.1609227541 6178500.8565354, 721136.424015434 6178526.46184552, 721149.8668506229 6178546.12068352, 721158.928776348 6178562.45398194, 721171.930199051 6178589.63459733, 721177.4458514771 6178606.35933753, 721183.587561016 6178630.32736132, 721186.198629949 6178646.31967143, 721186.5875884009 6178648.38287624, 721209.6966111041 6178770.96335624, 721218.8278816311 6178819.39974832, 721218.978203687 6178820.19602393, 721245.51956627 6178967.03578537, 721245.64492431 6178967.72852816, 721248.337495137 6178982.62396365))",39,Hulgårdsvej,1013072000000,451,1485,100,"4,40"
tungvognsnet.39,"MULTILINESTRING ((721248.393532237 6178982.93167218, 721251.052759503 6178997.69688239, 721251.061810488 6178997.74507973, 721266.052249318 6179080.94921434, 721277.6672977321 6179109.25867033, 721281.676891093 6179115.40823364, 721286.68447536 6179122.25200559, 721292.549822333 6179128.35395163, 721312.770367531 6179150.54172583, 721333.826756221 6179170.43801967, 721364.3225406521 6179199.42887017, 721367.498542537 6179202.37477231, 721367.513285431 6179202.3880688, 721383.369690551 6179217.0971063, 721406.878111377 6179239.31701733, 721421.210392384 6179252.86373995, 721443.893819527 6179274.43435323, 721444.495744377 6179275.00646982, 721446.6667749591 6179277.07117257, 721470.017844477 6179299.11886066, 721477.8174916841 6179306.4831576, 721512.319866028 6179338.91255568, 721512.793243231 6179339.35808321, 721529.6712044061 6179355.22277453, 721561.795649298 6179385.57838931, 721569.213545025 6179392.5879689, 721578.6066807259 6179401.46381622, 721619.762743921 6179440.35338591, 721641.764044088 6179461.14306408, 721642.120537475 6179461.47923975, 721660.876057132 6179479.18242093, 721693.4822020279 6179509.95909989, 721714.518553115 6179529.88257323, 721714.5401575761 6179529.90300813, 721734.08191969 6179548.41039758, 721781.3247738851 6179593.15744427, 721781.4121719641 6179593.24020369, 721789.057993988 6179600.48212358, 721807.259468568 6179619.98200641, 721822.414965937 6179636.21862865, 721838.902930722 6179650.42227781, 721852.0599880781 6179657.62125525, 721857.220161998 6179659.84348481, 721867.407348724 6179663.27543044, 721871.5705638541 6179664.82560586))",40,Tomsgårdsvej,1017548000000,0,946,100,"5,00"
tungvognsnet.40,"MULTILINESTRING ((722743.00323233 6181054.558403, 722724.110885238 6181014.44623166, 722723.726826486 6181013.63232094, 722704.9304197561 6180973.72713395, 722704.6577723831 6180973.14751743, 722689.587439685 6180941.15208834, 722689.2341545119 6180940.4008107, 722667.626665332 6180894.52573201, 722645.3041351871 6180841.55676424, 722645.044239109 6180840.93938545, 722623.802487069 6180802.67151557, 722596.265536534 6180752.70563957, 722570.110156056 6180706.07638781, 722550.514934067 6180671.80965147, 722532.0561113571 6180640.98472592, 722524.815776993 6180629.73020603, 722519.505427223 6180621.49901858, 722511.917697959 6180611.06695124, 722504.3125935851 6180601.46286273, 722498.7266313729 6180595.23000391, 722498.613093661 6180595.10320995, 722498.49955595 6180594.976416, 722498.321726175 6180594.83055109))",41,Tuborgvej,1017684800000,878,1400,100,"5,00"
tungvognsnet.41,"MULTILINESTRING ((724562.039405941 6181455.14950254, 724556.731372676 6181453.09685602, 724554.2713023981 6181452.14553293, 724552.508312354 6181451.46377471, 724545.892921394 6181448.90556569, 724531.445683356 6181449.00761475, 724512.4030147151 6181451.50240814, 724500.43577481 6181453.14441892, 724499.940228129 6181453.21264703, 724480.9451175531 6181455.81907067, 724450.452396773 6181459.99476155, 724430.131534349 6181462.83378923))",42,Tuborgvej,1017684000000,0,134,100,"5,00"
tungvognsnet.42,"MULTILINESTRING ((723777.415527913 6174137.63482805, 723770.298464617 6174122.70494375, 723766.548688843 6174114.5647106, 723763.102244226 6174106.86964138, 723760.91647603 6174098.76029838, 723757.307582738 6174083.43602115, 723751.1771091081 6174053.24911583, 723749.725278307 6174044.24422108))",43,Vasbygade,1018008000000,0,98,100,"4,80"
tungvognsnet.43,"MULTILINESTRING ((724159.560494108 6174503.72903789, 724066.9765835779 6174420.90485999, 723990.193229121 6174352.3208067, 723989.715462315 6174351.8942056, 723985.589579753 6174348.2092925, 723956.4385162181 6174322.15047169, 723839.531450064 6174217.74820916, 723822.029320091 6174200.43584828, 723812.5260630291 6174188.60857008, 723804.5381970371 6174178.66595282, 723794.3418388669 6174163.2335738, 723787.724934898 6174153.21899646, 723778.474219497 6174139.23519439))",44,Kalvebod Brygge,1013520000000,1118,1647,100,"4,80"
tungvognsnet.44,"MULTILINESTRING ((724629.5984029539 6174934.6921941, 724602.486956089 6174904.26182955, 724573.537421814 6174874.83651392, 724396.172833733 6174715.75428141, 724280.330832492 6174611.92388195, 724268.0787731691 6174600.94227922, 724189.992635243 6174530.95317496, 724159.560494108 6174503.72903789))",45,Kalvebod Brygge,1013520000000,480,1118,100,"5,00"
tungvognsnet.45,"MULTILINESTRING ((722748.591937691 6174204.72161382, 722731.038112949 6174208.72160288, 722730.1829254461 6174208.91679474, 722663.094603727 6174223.30885604, 722622.807960881 6174232.21993144, 722577.034262002 6174238.44262729, 722501.039473344 6174246.50537073, 722479.439533225 6174248.35563439, 722478.512598238 6174248.43536455, 722465.488489095 6174249.5516585, 722435.592277133 6174252.11340138, 722435.0741912691 6174252.15819001, 722406.067965873 6174254.99160875, 722094.1830225181 6174257.46490886, 722045.1945970751 6174257.28464212, 721884.6722300551 6174236.00447018, 721868.736949193 6174233.89195762, 721682.892093969 6174157.58980161, 721673.44875783 6174154.1902006, 721569.269405288 6174131.22785776, 721568.49846284 6174131.10859135, 721512.85964098 6174122.4668046, 721491.5739373631 6174116.41424224, 721458.2903201691 6174100.70210425, 721458.118861528 6174100.62068796, 721364.019688265 6174054.42421347, 721363.9572810981 6174054.39296942, 721340.5507264091 6174046.87678305, 721334.0403299581 6174044.94777669, 721323.53726662 6174043.23337498, 721297.137715852 6174039.05665455, 721258.878326914 6174036.78218006, 721201.607011165 6174030.54451283))",46,Vigerslev Allé,1018308000000,0,1589,100,"5,00"
tungvognsnet.46,"MULTILINESTRING ((722756.4209889311 6174260.84801381, 722756.419452231 6174260.84140904, 722748.678848551 6174205.48762773, 722748.591937691 6174204.72161382, 722748.541305299 6174204.3694842))",47,Enghavevej,1011592000000,1006,1063,100,"5,00"
tungvognsnet.47,"MULTILINESTRING ((724189.4644468579 6175174.70620614, 724195.205789481 6175169.13237787, 724195.5515478271 6175168.79707305, 724196.583561656 6175167.29785969, 724197.950003655 6175164.77084399, 724199.280856744 6175160.90559645, 724203.291822107 6175128.42496033, 724203.6481054251 6175123.96123113, 724203.9482671361 6175119.65445574, 724204.314032281 6175114.71072398, 724204.552825164 6175110.77588377, 724204.849806233 6175106.63010918, 724205.015733454 6175103.64920723, 724205.120185768 6175101.09626052, 724205.174825539 6175098.33024594, 724205.278297544 6175095.77627947, 724205.347673774 6175092.26426096, 724205.386569481 6175090.29525057, 724205.356701084 6175089.1231974, 724205.439727243 6175084.92017523, 724205.401102561 6175081.4060232, 724205.269099881 6175077.2507738, 724205.03962524 6175072.56038809, 724204.8185459321 6175067.44500015, 724204.471541513 6175063.28550353, 724204.2294636089 6175059.23312121, 724203.663230212 6175055.2833785, 724203.116940724 6175050.37465051, 724202.755239145 6175046.95915786, 724202.374611022 6175044.24857016, 724201.805197021 6175040.45982836, 724201.166273758 6175036.7967637, 724200.590782908 6175033.26500354, 724200.01153879 6175029.9232444, 724199.493707329 6175026.71375024, 724198.905633193 6175023.81899348, 724198.5580861861 6175021.76331799, 724198.02076256 6175019.6418691, 724197.310969137 6175016.42658213, 724196.7167786619 6175013.79080703, 724196.1175707179 6175011.40903326, 724195.521891233 6175008.89927859, 724195.0365134961 6175006.88289704, 724194.490979836 6175004.7212702, 724193.841675229 6175002.19144874, 724193.436450953 6175000.47276763, 724192.88876409 6174998.4201414, 724192.4772532319 6174996.91842193, 724192.070646167 6174995.26974121, 724191.727118374 6174994.02346514, 724191.317338382 6174992.48476525, 724190.8006342871 6174990.68685154, 724190.387681371 6174989.25813248, 724189.674906992 6174986.85210674, 724189.26624296 6174985.45948664, 724188.804637815 6174984.06281957, 724188.328047411 6174982.56381615, 724187.6694189011 6174980.50599727, 724187.0766746921 6174978.7085823, 724186.496513214 6174977.0844843, 724186.034216652 6174975.72281744, 724184.961049763 6174972.62040012, 724183.901564364 6174969.68631953, 724183.038714668 6174967.38237084, 724182.14157584 6174965.04173058, 724181.509749734 6174963.39960535, 724179.62032084 6174958.26826816, 724178.0909730439 6174954.35552291, 724175.958959643 6174949.04632546, 724174.291954002 6174945.06283415, 724172.152742774 6174940.16865877, 724171.084039619 6174937.65056086, 724170.21337474 6174935.69159443, 724169.136031901 6174933.66151884, 724167.605938075 6174929.88781414, 724165.4530572831 6174925.68564257, 724162.908531951 6174920.09018708, 724160.889180313 6174916.1677629, 724158.211809393 6174911.52406053, 724153.919839979 6174903.3330748, 724149.55204269 6174895.84086818, 724146.703882709 6174891.48690836, 724143.450408827 6174886.43166829, 724141.004816931 6174882.91798973, 724138.563716384 6174879.12629009, 724134.0806117889 6174872.66021293, 724128.36138515 6174865.06128029, 724122.095137417 6174856.8953227, 724115.275337721 6174848.44232189, 724105.4417248251 6174836.88058401, 724103.189890792 6174834.38974909))",48,Ingerslevsgade,1013272000000,0,370,100,"5,00"
tungvognsnet.48,"MULTILINESTRING ((724688.999117935 6180339.5260187, 724703.9402664661 6180340.88293483, 724704.5254410211 6180340.93652466, 724766.8274887031 6180346.59544667, 724858.012870638 6180351.96326048, 724878.55652612 6180352.19448751, 724878.876588496 6180352.19781626, 724941.567734897 6180352.90446167, 724941.867797166 6180352.90739488, 724948.5651996571 6180352.668703, 724977.1533052081 6180351.65163186, 724996.819480082 6180350.95197373, 725011.66471889 6180348.25637831, 725022.180086191 6180345.97234824, 725023.949472386 6180345.33107179, 725024.353541691 6180345.18400124, 725036.060782643 6180341.41293966, 725048.424974542 6180335.53302299, 725054.78657393 6180331.43183378))",93,Strandvænget,1017008000000,0,370,100,"5,00"
